coin,date,price_usd,volume_usd
dogecoin,2025-01-28,0.33346281138571465,4457663415.539809
dogecoin,2025-01-29,0.31904612732195853,1956202115.5722096
dogecoin,2025-01-30,0.32444430413016984,1934033691.4906538
dogecoin,2025-01-31,0.331229318699267,1308041183.689841
dogecoin,2025-02-01,0.3286011882787202,1721046773.5653727
dogecoin,2025-02-02,0.3082767330501114,1498500264.8733947
dogecoin,2025-02-03,0.26495513491451017,5297256819.371471
dogecoin,2025-02-04,0.28474455087156375,10665819818.499647
dogecoin,2025-02-05,0.2646612964531275,4185863884.406833
dogecoin,2025-02-06,0.2563093131836389,1748873845.3140545
dogecoin,2025-02-07,0.24769940269332982,1849400952.683781
dogecoin,2025-02-08,0.2466117141109805,1955547140.0705724
dogecoin,2025-02-09,0.2531578984892705,947251264.8896627
dogecoin,2025-02-10,0.24934929346601817,1210322937.821886
dogecoin,2025-02-11,0.2548535882592439,1302577373.9580026
dogecoin,2025-02-12,0.2531467447359887,1681519859.8011022
dogecoin,2025-02-13,0.26404355183974915,1931125154.46359
dogecoin,2025-02-14,0.2623153388562416,1479090094.109654
dogecoin,2025-02-15,0.27198537773510917,2264906099.4838147
dogecoin,2025-02-16,0.2716411696946587,1562393659.5496552
dogecoin,2025-02-17,0.2654573454413017,931181654.4444188
dogecoin,2025-02-18,0.25808675861016434,1334819066.6629684
dogecoin,2025-02-19,0.25084961511077464,1568385561.1678038
dogecoin,2025-02-20,0.254536611908942,1002221875.0777956
dogecoin,2025-02-21,0.25489783180588915,1128230681.7987843
dogecoin,2025-02-22,0.23944458984135766,2027962912.4843552
dogecoin,2025-02-23,0.24678169113005893,926901594.978119
dogecoin,2025-02-24,0.2431098393793032,695340046.2485528
dogecoin,2025-02-25,0.2101870624303527,2386904163.7483587
dogecoin,2025-02-26,0.21132376439777223,3294992146.5006976
dogecoin,2025-02-27,0.2025677647833549,2010954339.9928348
dogecoin,2025-02-28,0.20687435148382985,1358019956.56816
dogecoin,2025-03-01,0.202090703165187,2576697271.018344
dogecoin,2025-03-02,0.2063643318249469,1157646034.496794
dogecoin,2025-03-03,0.23984826270128182,3097274702.4251013
dogecoin,2025-03-04,0.1992080202369079,2740809895.9767084
dogecoin,2025-03-05,0.19921021819753496,2339671816.89161
dogecoin,2025-03-06,0.2047254361049545,1407399493.6843045
dogecoin,2025-03-07,0.20179543870507013,1745673856.792128
dogecoin,2025-03-08,0.19818899754056155,1799280522.9607399
dogecoin,2025-03-09,0.1920085565173097,920959171.3325987
dogecoin,2025-03-10,0.16781880397573898,1740953627.9304154
dogecoin,2025-03-11,0.1547380234116144,2314515671.2670493
dogecoin,2025-03-12,0.16453862742792452,2372987953.769865
dogecoin,2025-03-13,0.17243693431666607,1624350642.4645834
dogecoin,2025-03-14,0.1649488685474606,1450396811.6367147
dogecoin,2025-03-15,0.1718195561000062,1034276360.1389003
dogecoin,2025-03-16,0.1761459784539959,720298076.7908576
dogecoin,2025-03-17,0.16830195397278094,927114505.6414578
dogecoin,2025-03-18,0.1736204186748998,1018336232.4544977
dogecoin,2025-03-19,0.16827610995428421,1069389407.6757383
dogecoin,2025-03-20,0.17800348456939283,1320951169.9347699
dogecoin,2025-03-21,0.1695621495268066,1038017898.997562
dogecoin,2025-03-22,0.1670057513578968,762513837.5823433
dogecoin,2025-03-23,0.16721240679915322,436636928.7216825
dogecoin,2025-03-24,0.17217769230516256,571990345.4855789
dogecoin,2025-03-25,0.18261625231959078,1592931137.3506715
dogecoin,2025-03-26,0.19098207188312502,1696540510.903378
dogecoin,2025-03-27,0.19493224841665846,2258885477.8762884
dogecoin,2025-03-28,0.19074107097709586,1368405082.3626633
dogecoin,2025-03-29,0.18027688468027825,1384586893.3114476
dogecoin,2025-03-30,0.16955629560567131,1145772000.0759876
dogecoin,2025-03-31,0.16642492555953572,830307371.9494493
dogecoin,2025-04-01,0.16658416279748312,1345691695.4520378
dogecoin,2025-04-02,0.17426890464126327,1226397943.461258
dogecoin,2025-04-03,0.16424145213076016,1764099720.7163243
dogecoin,2025-04-04,0.16201946825238184,1222246072.0530603
dogecoin,2025-04-05,0.17105607575055004,1761401248.3904846
dogecoin,2025-04-06,0.16936834660585817,641157289.4817889
dogecoin,2025-04-07,0.1489432542832566,1301616555.750496
dogecoin,2025-04-08,0.14918497020443497,3584892367.483011
dogecoin,2025-04-09,0.14198151472944057,1942313541.7331955
dogecoin,2025-04-10,0.16055894504582743,2380965896.56504
dogecoin,2025-04-11,0.15390298849579126,1258486079.0766785
dogecoin,2025-04-12,0.15998899838417066,884950609.7365417
dogecoin,2025-04-13,0.1676649778139498,878035311.5158367
dogecoin,2025-04-14,0.16266937714088095,883332811.3620282
dogecoin,2025-04-15,0.15859949254254385,981131649.7028836
dogecoin,2025-04-16,0.15346609912402615,766817730.5676734
dogecoin,2025-04-17,0.15471755583387967,811820241.5800865
dogecoin,2025-04-18,0.15587153787530794,576830755.033105
dogecoin,2025-04-19,0.15761670017483884,463491541.12553006
dogecoin,2025-04-20,0.1573112204332398,465683707.3180399
dogecoin,2025-04-21,0.15502979487902038,627635503.5448277
dogecoin,2025-04-22,0.15908436227169534,1073037989.6116908
dogecoin,2025-04-23,0.17846828302254636,1711081936.272815
dogecoin,2025-04-24,0.178401008327384,1995530473.1645606
dogecoin,2025-04-25,0.1827667552587444,1582350788.3865557
dogecoin,2025-04-26,0.18203103968675263,1843701071.9974282
dogecoin,2025-04-27,0.1818819719415684,1565227653.8490603
dogecoin,2025-04-28,0.17961827119108673,1169887084.9933372
dogecoin,2025-04-29,0.17906901640129896,1425140393.9800472
dogecoin,2025-04-30,0.17439945720299668,1024411673.6699723
dogecoin,2025-05-01,0.1724103485197474,984673872.4637718
shiba-inu,2024-11-01,1.793105769050979e-05,703095557.2178392
shiba-inu,2024-11-02,1.7595781864894426e-05,550138164.9912887
shiba-inu,2024-11-03,1.742647866449783e-05,256615251.7968413
shiba-inu,2024-11-04,1.69293233001471e-05,428374366.7100048
shiba-inu,2024-11-05,1.681494793260383e-05,418463895.93283826
shiba-inu,2024-11-06,1.783060105024382e-05,772179091.5371228
shiba-inu,2024-11-07,1.9068693732702002e-05,1723708778.287516
shiba-inu,2024-11-08,1.9131450252983867e-05,912216821.01139
shiba-inu,2024-11-09,1.903545273676973e-05,915307393.0736306
shiba-inu,2024-11-10,2.034172591202577e-05,1111129292.6162565
shiba-inu,2024-11-11,2.6112762913500027e-05,8695672266.072111
shiba-inu,2024-11-12,2.780124120163813e-05,6879853236.072589
shiba-inu,2024-11-13,2.6859141258263585e-05,7987692356.639993
shiba-inu,2024-11-14,2.586440780386822e-05,6243392749.195294
shiba-inu,2024-11-15,2.3250247830639297e-05,3472779687.102228
shiba-inu,2024-11-16,2.5406667406111175e-05,2232618407.9127192
shiba-inu,2024-11-17,2.4625923834196316e-05,1924772677.1877322
shiba-inu,2024-11-18,2.480656841606612e-05,1895524698.5406692
shiba-inu,2024-11-19,2.4858137891809118e-05,2027373722.3632705
shiba-inu,2024-11-20,2.481706505394599e-05,2106038698.0830853
shiba-inu,2024-11-21,2.395035014852415e-05,1433921050.7712135
shiba-inu,2024-11-22,2.479718198026255e-05,1481199118.2358973
shiba-inu,2024-11-23,2.539073499608861e-05,1950375733.4942667
shiba-inu,2024-11-24,2.592927490258391e-05,4181035291.068199
shiba-inu,2024-11-25,2.5729573981322355e-05,2728871977.539677
shiba-inu,2024-11-26,2.4776679621964193e-05,1652943219.5927367
shiba-inu,2024-11-27,2.4341679599630158e-05,1004359305.4403182
shiba-inu,2024-11-28,2.5715313130337106e-05,1030772300.8774147
shiba-inu,2024-11-29,2.55144864573133e-05,1021408716.5900823
shiba-inu,2024-11-30,2.6070296691565355e-05,1159040893.558587
shiba-inu,2024-12-01,2.6774551869267625e-05,1645785287.38262
shiba-inu,2024-12-02,3.081623891245414e-05,8356213393.316411
shiba-inu,2024-12-03,2.9763537418447512e-05,4396617604.40874
shiba-inu,2024-12-04,2.8689895625885802e-05,3336127252.2850204
shiba-inu,2024-12-05,3.2842320597983906e-05,4443196440.591513
shiba-inu,2024-12-06,3.0622896536274784e-05,5005452378.460151
shiba-inu,2024-12-07,3.0848835521496716e-05,1837398800.5944355
shiba-inu,2024-12-08,3.206291000937854e-05,2419815881.328114
shiba-inu,2024-12-09,3.2253125342434515e-05,2077937741.435265
shiba-inu,2024-12-10,2.7408966143168943e-05,3341903590.929778
shiba-inu,2024-12-11,2.7155903334865192e-05,3040610164.802587
shiba-inu,2024-12-12,2.8790349859485374e-05,2011455100.6576715
shiba-inu,2024-12-13,2.8131687514448915e-05,1527805312.178744
shiba-inu,2024-12-14,2.8453217183330948e-05,975132370.8351926
shiba-inu,2024-12-15,2.745259754577616e-05,912153652.3000273
shiba-inu,2024-12-16,2.7943864222898106e-05,656454804.0203631
shiba-inu,2024-12-17,2.724954947915019e-05,979598294.0760771
shiba-inu,2024-12-18,2.6283935018074104e-05,704096734.6568404
shiba-inu,2024-12-19,2.4048944845057466e-05,1296058976.650975
shiba-inu,2024-12-20,2.1705275594216898e-05,1622057880.3212247
shiba-inu,2024-12-21,2.2515397826907448e-05,1717475210.9646518
shiba-inu,2024-12-22,2.171082402945258e-05,1028941184.8847066
shiba-inu,2024-12-23,2.1470500849834685e-05,627421373.1024023
shiba-inu,2024-12-24,2.2469064508327866e-05,714527518.6753346
shiba-inu,2024-12-25,2.3541701130944153e-05,624858014.0838653
shiba-inu,2024-12-26,2.2887408329380538e-05,576227276.8518229
shiba-inu,2024-12-27,2.151598972336132e-05,511015851.4780561
shiba-inu,2024-12-28,2.1622826686277773e-05,468042375.38966274
shiba-inu,2024-12-29,2.213338621258935e-05,313910950.0163809
shiba-inu,2024-12-30,2.138685558037187e-05,387252123.647975
shiba-inu,2024-12-31,2.109678674523057e-05,502101683.8692236
shiba-inu,2025-01-01,2.1167962860845775e-05,477095343.78173476
shiba-inu,2025-01-02,2.1608336015558518e-05,342270336.4078926
shiba-inu,2025-01-03,2.2889054414177347e-05,560781149.5272583
shiba-inu,2025-01-04,2.4379405300308433e-05,712662396.4326174
shiba-inu,2025-01-05,2.4327078842405968e-05,580677710.0451607
shiba-inu,2025-01-06,2.3944194146974867e-05,418242726.09733075
shiba-inu,2025-01-07,2.403150681020591e-05,571869682.9445761
shiba-inu,2025-01-08,2.1828037165130384e-05,754403241.8587847
shiba-inu,2025-01-09,2.1302552737084754e-05,614326489.7907437
shiba-inu,2025-01-10,2.108403372283354e-05,514685665.00466585
shiba-inu,2025-01-11,2.1581616967285887e-05,458715983.25313526
shiba-inu,2025-01-12,2.2212586420212886e-05,394270859.76061785
shiba-inu,2025-01-13,2.153169093043295e-05,280780521.3965362
shiba-inu,2025-01-14,2.1203341058920377e-05,611955897.0940037
shiba-inu,2025-01-15,2.164308152690397e-05,323902612.09272766
shiba-inu,2025-01-16,2.283435722181773e-05,573936803.0383416
shiba-inu,2025-01-17,2.1998408479531475e-05,463253527.2411236
shiba-inu,2025-01-18,2.4222138688772824e-05,1058760598.0681534
shiba-inu,2025-01-19,2.271964905736459e-05,697109115.9969524
shiba-inu,2025-01-20,2.0292941420535845e-05,1325504426.1392498
shiba-inu,2025-01-21,2.027424612363711e-05,1185821275.4094336
shiba-inu,2025-01-22,2.090194963438395e-05,634521921.7565223
shiba-inu,2025-01-23,2.0181738875930192e-05,290532527.0169023
shiba-inu,2025-01-24,2.0147707571149698e-05,404555451.5065852
shiba-inu,2025-01-25,1.9911887954216567e-05,296430329.0882777
shiba-inu,2025-01-26,1.99756547601229e-05,179459943.51769036
shiba-inu,2025-01-27,1.907583837811119e-05,181979036.35063133
shiba-inu,2025-01-28,1.8937559569613283e-05,560361026.0386686
shiba-inu,2025-01-29,1.7968049667482056e-05,292831835.4013573
shiba-inu,2025-01-30,1.8301175608699826e-05,300925722.5472597
shiba-inu,2025-01-31,1.868444404782593e-05,243083937.86118034
shiba-inu,2025-02-01,1.8874176613459652e-05,332181418.91979724
shiba-inu,2025-02-02,1.768461049418517e-05,272991392.43676144
shiba-inu,2025-02-03,1.5461478424456613e-05,685770679.1199425
shiba-inu,2025-02-04,1.6758652321727645e-05,1559046671.7814248
shiba-inu,2025-02-05,1.5795483129033613e-05,593940678.561576
shiba-inu,2025-02-06,1.5768798822590807e-05,369788294.2510844
shiba-inu,2025-02-07,1.484594708761407e-05,336198247.7150499
shiba-inu,2025-02-08,1.5094685840596346e-05,331529437.1170631
shiba-inu,2025-02-09,1.596017626980966e-05,249354967.01999313
shiba-inu,2025-02-10,1.5698371787074686e-05,230836294.67303368
shiba-inu,2025-02-11,1.5793461323522236e-05,203478238.24261793
shiba-inu,2025-02-12,1.5700233749412447e-05,269520290.51919454
shiba-inu,2025-02-13,1.7009109329531596e-05,441016725.8899914
shiba-inu,2025-02-14,1.6306311871297802e-05,276306059.1679844
shiba-inu,2025-02-15,1.67319408149635e-05,291730775.66833925
shiba-inu,2025-02-16,1.6326046103467224e-05,180462049.10647082
shiba-inu,2025-02-17,1.596285016010297e-05,147102631.21649447
shiba-inu,2025-02-18,1.5733564465184877e-05,221991375.2865308
shiba-inu,2025-02-19,1.52157279950267e-05,217203789.90543178
shiba-inu,2025-02-20,1.539324097033591e-05,160824740.1830075
shiba-inu,2025-02-21,1.55682197532666e-05,153177105.017363
shiba-inu,2025-02-22,1.508598865386535e-05,231719946.82279426
shiba-inu,2025-02-23,1.5620460732317345e-05,135385564.10074487
shiba-inu,2025-02-24,1.547576272647116e-05,116844458.54357614
shiba-inu,2025-02-25,1.3618030815978713e-05,358729592.1603741
shiba-inu,2025-02-26,1.4089719762457831e-05,457438179.77279913
shiba-inu,2025-02-27,1.4370458550186235e-05,258676880.34202722
shiba-inu,2025-02-28,1.4430994615339297e-05,197623342.08205026
shiba-inu,2025-03-01,1.3943722124082336e-05,361544391.2150996
shiba-inu,2025-03-02,1.3640458975857407e-05,147086458.86024448
shiba-inu,2025-03-03,1.5132756888953644e-05,361818124.9541392
shiba-inu,2025-03-04,1.2907393628072152e-05,385067576.4570483
shiba-inu,2025-03-05,1.3083873433257073e-05,429942623.71271515
shiba-inu,2025-03-06,1.3381158617652502e-05,183366724.903404
shiba-inu,2025-03-07,1.3422366670975495e-05,196589011.55489463
shiba-inu,2025-03-08,1.3131245997973966e-05,322284453.19018173
shiba-inu,2025-03-09,1.2653599706487787e-05,164410722.31920853
shiba-inu,2025-03-10,1.165679097262232e-05,239725246.72035897
shiba-inu,2025-03-11,1.153067141105278e-05,389489289.30847025
shiba-inu,2025-03-12,1.2038148674217478e-05,360996707.29389054
shiba-inu,2025-03-13,1.2333986592517118e-05,243346136.12861112
shiba-inu,2025-03-14,1.2011532680643099e-05,173076150.69418648
shiba-inu,2025-03-15,1.2808661594578358e-05,189178287.78197882
shiba-inu,2025-03-16,1.2831691418540111e-05,109149931.77287394
shiba-inu,2025-03-17,1.3132370821439797e-05,294387270.64380157
shiba-inu,2025-03-18,1.2965744115930261e-05,207058088.88657385
shiba-inu,2025-03-19,1.2546060675609051e-05,138413918.74110904
shiba-inu,2025-03-20,1.2961183289692163e-05,186689530.86882612
shiba-inu,2025-03-21,1.2954482920674014e-05,156803296.86718497
shiba-inu,2025-03-22,1.2519691846575462e-05,135086593.28929403
shiba-inu,2025-03-23,1.2787074687355521e-05,102676916.10019438
shiba-inu,2025-03-24,1.2922105813633066e-05,118626366.0307166
shiba-inu,2025-03-25,1.348800162100368e-05,204843458.34550005
shiba-inu,2025-03-26,1.3880329274646209e-05,212843676.29485202
shiba-inu,2025-03-27,1.4221391033508157e-05,595788829.4330822
shiba-inu,2025-03-28,1.4044517268829418e-05,274923165.6175952
shiba-inu,2025-03-29,1.32462140755763e-05,232403141.38119936
shiba-inu,2025-03-30,1.270291625466776e-05,187010638.29086614
shiba-inu,2025-03-31,1.243602342493055e-05,163154108.9482225
shiba-inu,2025-04-01,1.2390635057577875e-05,197945432.99634594
shiba-inu,2025-04-02,1.2691439778989097e-05,178458640.69970518
shiba-inu,2025-04-03,1.2077907889822484e-05,327321676.93059313
shiba-inu,2025-04-04,1.2210812486559267e-05,211398257.53746435
shiba-inu,2025-04-05,1.2298070463239545e-05,252483289.11692482
shiba-inu,2025-04-06,1.2350187150446806e-05,101785791.44735204
shiba-inu,2025-04-07,1.1278792221279534e-05,222291704.5461086
shiba-inu,2025-04-08,1.1424414472972747e-05,485526798.33798546
shiba-inu,2025-04-09,1.0642205473282942e-05,241854891.1366028
shiba-inu,2025-04-10,1.1932797042260414e-05,351257027.2950817
shiba-inu,2025-04-11,1.1652414027968119e-05,204690091.16711974
shiba-inu,2025-04-12,1.2212373307554956e-05,166207884.24034432
shiba-inu,2025-04-13,1.2535122203826666e-05,136154884.68690166
shiba-inu,2025-04-14,1.2031922064858476e-05,146100122.7256391
shiba-inu,2025-04-15,1.1995910489242668e-05,162500117.97522706
shiba-inu,2025-04-16,1.167358433250535e-05,125260622.75036421
shiba-inu,2025-04-17,1.1843907082150025e-05,137841629.095688
shiba-inu,2025-04-18,1.1793116043980854e-05,108793859.6848351
shiba-inu,2025-04-19,1.2283347585492173e-05,110174565.00081736
shiba-inu,2025-04-20,1.2351618027344314e-05,87363882.72064298
shiba-inu,2025-04-21,1.2349940485017293e-05,104379081.72448581
shiba-inu,2025-04-22,1.2327016933602889e-05,147076520.18341267
shiba-inu,2025-04-23,1.3565788200503553e-05,265039499.56259456
shiba-inu,2025-04-24,1.3539086623202537e-05,277852690.8580774
shiba-inu,2025-04-25,1.3767782837029544e-05,193997273.9846685
shiba-inu,2025-04-26,1.4147439377183754e-05,265165073.77122596
shiba-inu,2025-04-27,1.4162006561556682e-05,289269932.04692894
shiba-inu,2025-04-28,1.3458722817977219e-05,176854064.0319048
shiba-inu,2025-04-29,1.371757975538185e-05,237622669.02645645
shiba-inu,2025-04-30,1.3405970590066774e-05,194093792.12246117
shiba-inu,2025-05-01,1.3242587223942173e-05,151439607.02452156
pepe,2024-11-01,9.114826428046003e-06,1094708649.0376132
pepe,2024-11-02,8.885626495255902e-06,1131219573.5678666
pepe,2024-11-03,8.695635936586177e-06,709108009.6670719
pepe,2024-11-04,8.188918704060204e-06,1148277261.356749
pepe,2024-11-05,7.898788680867506e-06,1181506599.2460022
pepe,2024-11-06,8.536894661759362e-06,1430820005.967626
pepe,2024-11-07,9.92454912428674e-06,2904295871.3088284
pepe,2024-11-08,1.0887313476448214e-05,2930361819.024337
pepe,2024-11-09,1.0813432839860574e-05,2499616891.821417
pepe,2024-11-10,1.1178486660754939e-05,2600798443.648866
pepe,2024-11-11,1.2264830321634702e-05,6205272171.342931
pepe,2024-11-12,1.2991931821525012e-05,5890877829.439133
pepe,2024-11-13,1.4355440880298299e-05,7917750202.744593
pepe,2024-11-14,2.0856281855975356e-05,19186885908.04048
pepe,2024-11-15,2.0629507934191433e-05,17947940246.193436
pepe,2024-11-16,2.3429896098594692e-05,11387557136.34431
pepe,2024-11-17,2.1237463379793544e-05,5858746167.503163
pepe,2024-11-18,2.1197225084555063e-05,6324429129.051736
pepe,2024-11-19,2.038080776618755e-05,5914780010.34091
pepe,2024-11-20,1.9685391904662753e-05,4855869060.63407
pepe,2024-11-21,1.8813828136944424e-05,4565590436.958843
pepe,2024-11-22,2.0797492222702153e-05,6923556487.616974
pepe,2024-11-23,2.0536919444193624e-05,4602115480.148706
pepe,2024-11-24,2.046664323069607e-05,6155425941.298072
pepe,2024-11-25,2.0219347729098947e-05,3759475440.667537
pepe,2024-11-26,1.9024270903010652e-05,3924038366.042559
pepe,2024-11-27,1.8210691116914078e-05,3541769493.2689385
pepe,2024-11-28,1.9813695867866535e-05,3556225868.6981707
pepe,2024-11-29,1.984273248157869e-05,2872692494.0980887
pepe,2024-11-30,2.0513765906052883e-05,3920286329.404824
pepe,2024-12-01,2.027127219228258e-05,2892544474.8431425
pepe,2024-12-02,2.2345819121230338e-05,5652198374.362941
pepe,2024-12-03,2.043609408432045e-05,5561282752.15499
pepe,2024-12-04,2.0417907511969304e-05,3899938787.4440684
pepe,2024-12-05,2.1638783758993888e-05,5330563799.006564
pepe,2024-12-06,2.138243491609198e-05,5882341387.879597
pepe,2024-12-07,2.1679161493282092e-05,3831732563.295143
pepe,2024-12-08,2.5125873666229925e-05,7290344649.178574
pepe,2024-12-09,2.642811397345637e-05,7211072169.893938
pepe,2024-12-10,2.613899843051141e-05,12898102848.09907
pepe,2024-12-11,2.3566995297035027e-05,10839218277.5908
pepe,2024-12-12,2.5162499995259704e-05,6416179533.943991
pepe,2024-12-13,2.3665820022768125e-05,4312202703.027367
pepe,2024-12-14,2.4713862617309938e-05,3045588845.2153034
pepe,2024-12-15,2.3288429961011904e-05,2103347846.2835865
pepe,2024-12-16,2.4214721944458092e-05,2091209494.0526664
pepe,2024-12-17,2.355132172156122e-05,3417838809.87256
pepe,2024-12-18,2.2350219423195587e-05,2323021800.8076816
pepe,2024-12-19,1.9433899313554014e-05,3200883401.9600897
pepe,2024-12-20,1.720665407872913e-05,4679522345.310593
pepe,2024-12-21,1.7678590358028538e-05,5175001318.187036
pepe,2024-12-22,1.7392859939590716e-05,3730301148.6399264
pepe,2024-12-23,1.7802460058475917e-05,2562535730.9777083
pepe,2024-12-24,1.8450588373303923e-05,2435632224.5942235
pepe,2024-12-25,1.930231182869555e-05,2097792070.207463
pepe,2024-12-26,1.852344664269997e-05,1875868220.1070755
pepe,2024-12-27,1.736512721920458e-05,1696135323.132032
pepe,2024-12-28,1.783550075640512e-05,1672470424.1940782
pepe,2024-12-29,1.8729594313798705e-05,1257494184.7870417
pepe,2024-12-30,1.7877963636739203e-05,1173749747.708954
pepe,2024-12-31,1.8311366300901057e-05,1801682678.9929235
pepe,2025-01-01,1.997698908703727e-05,3644889704.8586545
pepe,2025-01-02,1.938016315694583e-05,2022115715.930436
pepe,2025-01-03,2.0467303239204464e-05,2627334146.5641065
pepe,2025-01-04,2.152509122613592e-05,1958558131.2356813
pepe,2025-01-05,2.1164860861183834e-05,1549345426.699552
pepe,2025-01-06,2.0719474730728245e-05,1065773935.3368908
pepe,2025-01-07,2.0751656693245584e-05,1491099845.2370727
pepe,2025-01-08,1.86501292212317e-05,1857605001.5987973
pepe,2025-01-09,1.7829439719592242e-05,1779391659.294288
pepe,2025-01-10,1.7021548857752137e-05,1628941962.6680841
pepe,2025-01-11,1.765769586337732e-05,1550839075.2017908
pepe,2025-01-12,1.8027984184878995e-05,768316645.0594463
pepe,2025-01-13,1.773030043971073e-05,634561296.897404
