coin,date,price_usd,volume_usd,previous_price,daily_price_change_pct
bonk,2025-02-09,1.776962215586975e-05,87078370.553701147,1.66794841090568e-05,6.5358019449835023
bonk,2025-02-10,1.7273658079061461e-05,112217749.8846433,1.776962215586975e-05,-2.7910783496567437
bonk,2025-02-11,1.7499617977922009e-05,175464435.77991071,1.7273658079061461e-05,1.3081183952254345
bonk,2025-02-12,1.7626974425603361e-05,151454232.52539223,1.7499617977922009e-05,0.72776701664018451
bonk,2025-02-13,1.8226737796619563e-05,157473286.13274807,1.7626974425603361e-05,3.4025315776542997
bonk,2025-02-14,1.7515724296216435e-05,91069279.863672957,1.8226737796619563e-05,-3.9009366806988148
bonk,2025-02-15,1.8582866845321651e-05,201295339.38627365,1.7515724296216435e-05,6.0924831371987764
bonk,2025-02-16,1.8007506742248846e-05,85205805.407529131,1.8582866845321651e-05,-3.0961858999579266
bonk,2025-02-17,1.742781230504133e-05,67654545.44086118,1.8007506742248846e-05,-3.2191821194627011
bonk,2025-02-18,1.6715099691760853e-05,106846845.49573308,1.742781230504133e-05,-4.0895127902789676
bonk,2025-02-19,1.5430513711510423e-05,134960805.0398351,1.6715099691760853e-05,-7.6851828821794212
bonk,2025-02-20,1.5625081311781913e-05,72839892.858630553,1.5430513711510423e-05,1.2609275615130822
bonk,2025-02-21,1.6057992378801153e-05,69179497.278645411,1.5625081311781913e-05,2.770616410762663
bonk,2025-02-22,1.5473333551025778e-05,110389085.1292906,1.6057992378801153e-05,-3.6409210689824993
bonk,2025-02-23,1.6155616605299958e-05,72185763.502784118,1.5473333551025778e-05,4.4094121801500847
bonk,2025-02-24,1.5763402251732044e-05,58121190.337965287,1.6155616605299958e-05,-2.4277275399024139
bonk,2025-02-25,1.3134286020540067e-05,142511254.97509965,1.5763402251732044e-05,-16.678609028727259
bonk,2025-02-26,1.3411767602447483e-05,181544923.37291265,1.3134286020540067e-05,2.1126506722442064
bonk,2025-02-27,1.3353704681985669e-05,105186071.33187361,1.3411767602447483e-05,-0.43292519064540724
bonk,2025-02-28,1.3173497045066724e-05,87794457.951888219,1.3353704681985669e-05,-1.3494954487202904
bonk,2025-03-01,1.3643206194801825e-05,165931065.1636135,1.3173497045066724e-05,3.5655615826854414
bonk,2025-03-02,1.3549114120914416e-05,73605524.6008863,1.3643206194801825e-05,-0.68966247774851008
bonk,2025-03-03,1.5541115088575249e-05,164218606.15437818,1.3549114120914416e-05,14.7020753525574
bonk,2025-03-04,1.2467349114950359e-05,138425537.54668763,1.5541115088575249e-05,-19.778284608962903
bonk,2025-03-05,1.1972716336313227e-05,181474726.99328667,1.2467349114950359e-05,-3.9674254252171979
bonk,2025-03-06,1.2316361304837125e-05,106294025.72179958,1.1972716336313227e-05,2.8702339458391992
bonk,2025-03-07,1.2058702068602842e-05,99419771.26689516,1.2316361304837125e-05,-2.0920077761366866
bonk,2025-03-08,1.2017952607278004e-05,128885071.66698834,1.2058702068602842e-05,-0.33792576591586182
bonk,2025-03-09,1.168060621179795e-05,64035293.567524448,1.2017952607278004e-05,-2.8070205175859919
bonk,2025-03-10,1.0127184991639288e-05,96907222.588183641,1.168060621179795e-05,-13.299148965313423
bonk,2025-03-11,9.7811639057658418e-06,117437817.92587557,1.0127184991639288e-05,-3.4167548648426083
bonk,2025-03-12,1.041294698233156e-05,117876773.98387063,9.7811639057658418e-06,6.459180958958191
bonk,2025-03-13,1.070410243214919e-05,91224052.698583633,1.041294698233156e-05,2.796090773453999
bonk,2025-03-14,1.041042265040845e-05,80489681.85538137,1.070410243214919e-05,-2.7436189405165714
bonk,2025-03-15,1.0907467937867441e-05,72754015.175712258,1.041042265040845e-05,4.7744967149771753
bonk,2025-03-16,1.1039447454174111e-05,38077660.146518968,1.0907467937867441e-05,1.2099922462157993
bonk,2025-03-17,1.039806890330797e-05,48613455.972561546,1.1039447454174111e-05,-5.80987910426287
bonk,2025-03-18,1.1085209605025847e-05,71687998.763423845,1.039806890330797e-05,6.6083491858692627
bonk,2025-03-19,1.0837408715329523e-05,63938756.698281333,1.1085209605025847e-05,-2.235419072129909
bonk,2025-03-20,1.1914153620249708e-05,118313735.06648374,1.0837408715329523e-05,9.93544613111369
bonk,2025-03-21,1.1661731054415584e-05,161236378.11366075,1.1914153620249708e-05,-2.1186781191497981
bonk,2025-03-22,1.1878762710052446e-05,132202653.05213076,1.1661731054415584e-05,1.8610586595090906
bonk,2025-03-23,1.2078895843449236e-05,111780189.60906979,1.1878762710052446e-05,1.6847978049719474
bonk,2025-03-24,1.3893422483361244e-05,210653291.83826059,1.2078895843449236e-05,15.022288985926496
bonk,2025-03-25,1.4069939601949772e-05,198299470.26403365,1.3893422483361244e-05,1.2705085359631509
bonk,2025-03-26,1.4032469438093748e-05,97664000.917386308,1.4069939601949772e-05,-0.26631360841684926
bonk,2025-03-27,1.3919847762942727e-05,162158928.43525612,1.4032469438093748e-05,-0.80257915862826512
bonk,2025-03-28,1.3623472534803294e-05,101323560.74428092,1.3919847762942727e-05,-2.1291556717196309
bonk,2025-03-29,1.2257452521121457e-05,102117858.63045162,1.3623472534803294e-05,-10.026959060490084
bonk,2025-03-30,1.1334305885063918e-05,81048314.259118438,1.2257452521121457e-05,-7.5313090910759524
bonk,2025-03-31,1.1191829936478694e-05,63025146.984605327,1.1334305885063918e-05,-1.2570328525629022
bonk,2025-04-01,1.1271508341965667e-05,79004474.575312033,1.1191829936478694e-05,0.71193366892815657
bonk,2025-04-02,1.2503668998397626e-05,130672830.38257831,1.1271508341965667e-05,10.931639484703425
bonk,2025-04-03,1.1094934339796739e-05,245877597.98008347,1.2503668998397626e-05,-11.266570306534982
bonk,2025-04-04,1.094135892972276e-05,108160401.03594781,1.1094934339796739e-05,-1.3841939516768027
bonk,2025-04-05,1.137389929408349e-05,118744058.81299792,1.094135892972276e-05,3.9532599847877408
bonk,2025-04-06,1.1149487229084453e-05,52847927.545524172,1.137389929408349e-05,-1.9730442409998499
bonk,2025-04-07,9.8218579886610529e-06,85588693.243339732,1.1149487229084453e-05,-11.90753631216473
bonk,2025-04-08,1.0170865906106963e-05,162811434.93588027,9.8218579886610529e-06,3.5533797968655869
bonk,2025-04-09,9.502251551174979e-06,84177543.984650776,1.0170865906106963e-05,-6.5738193886768643
bonk,2025-04-10,1.1089295984009481e-05,152306707.76040629,9.502251551174979e-06,16.701772461898887
bonk,2025-04-11,1.0651056639658406e-05,80819617.462594733,1.1089295984009481e-05,-3.9519131330159012
bonk,2025-04-12,1.2584408080749575e-05,193616034.43104473,1.0651056639658406e-05,18.151733734026735
bonk,2025-04-13,1.3915881432207922e-05,188165808.64441127,1.2584408080749575e-05,10.580341506050717
bonk,2025-04-14,1.2600070323347631e-05,129633925.29733416,1.3915881432207922e-05,-9.4554636389390581
bonk,2025-04-15,1.279221159032896e-05,122841939.07696277,1.2600070323347631e-05,1.5249221794047909
bonk,2025-04-16,1.1752733694363829e-05,113491504.48649749,1.279221159032896e-05,-8.1258654035318347
bonk,2025-04-17,1.1768608304317526e-05,118037971.01569933,1.1752733694363829e-05,0.13507163836537844
bonk,2025-04-18,1.1788999650354684e-05,77954008.4419177,1.1768608304317526e-05,0.17326896698292804
bonk,2025-04-19,1.1913796544792879e-05,56310535.439523116,1.1788999650354684e-05,1.0585876506870544
bonk,2025-04-20,1.2441051778429097e-05,78766856.028097689,1.1913796544792879e-05,4.4255853426224876
bonk,2025-04-21,1.2262563083764783e-05,67358263.296289578,1.2441051778429097e-05,-1.4346752818261452
bonk,2025-04-22,1.2306589013064702e-05,95085798.730567321,1.2262563083764783e-05,0.35902713812097103
bonk,2025-04-23,1.5196596006360682e-05,286749422.92009944,1.2306589013064702e-05,23.483411936710834
bonk,2025-04-24,1.4920541219086487e-05,278847357.89933282,1.5196596006360682e-05,-1.8165567286163924
bonk,2025-04-25,1.5572932698985302e-05,187412698.77993935,1.4920541219086487e-05,4.3724384412025863
bonk,2025-04-26,1.9872462767805022e-05,452929864.820997,1.5572932698985302e-05,27.608994092036802
bonk,2025-04-27,1.8468451802977e-05,495774485.65560389,1.9872462767805022e-05,-7.0651080403714888
bonk,2025-04-28,1.8622261958503326e-05,283891850.22187555,1.8468451802977e-05,0.83282647168905732
bonk,2025-04-29,2.0392604016834644e-05,503270591.61332995,1.8622261958503326e-05,9.5065898131829325
bonk,2025-04-30,2.0323212975995765e-05,305419859.19886661,2.0392604016834644e-05,-0.34027552725289339
bonk,2025-05-01,1.9585984554434687e-05,260747068.48899305,2.0323212975995765e-05,-3.6275190464806735
book-of-meme,2024-11-01,0.0081790994468452036,250237200.99985135,,
book-of-meme,2024-11-02,0.0079309907748104334,304938446.91827172,0.0081790994468452036,-3.0334473085599818
book-of-meme,2024-11-03,0.0075275108661636662,220672094.61573184,0.0079309907748104334,-5.0873834064749772
book-of-meme,2024-11-04,0.0072655137486468506,305761052.70335674,0.0075275108661636662,-3.4805279218459675
book-of-meme,2024-11-05,0.00697482299475184,206831284.88355148,0.0072655137486468506,-4.00096626269752
book-of-meme,2024-11-06,0.0075458892930342775,313563669.67627382,0.00697482299475184,8.1875382172727864
book-of-meme,2024-11-07,0.0084663033751126542,607721416.21422935,0.0075458892930342775,12.197556130700521
book-of-meme,2024-11-08,0.0087681903418416161,564419050.6472162,0.0084663033751126542,3.5657470959094355
book-of-meme,2024-11-09,0.0082639150576145886,518945683.44203943,0.0087681903418416161,-5.7511899783999523
book-of-meme,2024-11-10,0.0087482729236191322,453640705.88442576,0.0082639150576145886,5.8611186420441674
book-of-meme,2024-11-11,0.0093212594266412589,996336319.91522479,0.0087482729236191322,6.5497099601813078
book-of-meme,2024-11-12,0.0096198316505727438,1021795033.1673741,0.0093212594266412589,3.2031317900897625
book-of-meme,2024-11-13,0.0098881506106783049,1191900954.3105922,0.0096198316505727438,2.7892271907854638
book-of-meme,2024-11-14,0.01134209478286371,1783728604.4105153,0.0098881506106783049,14.703903990047214
book-of-meme,2024-11-15,0.00978949777223021,1442653634.3606095,0.01134209478286371,-13.688802997654836
book-of-meme,2024-11-16,0.010890324120162649,817533783.83443975,0.00978949777223021,11.244972658915602
book-of-meme,2024-11-17,0.010111829223728356,646824114.44898653,0.010890324120162649,-7.1485007043359294
book-of-meme,2024-11-18,0.010519685549509477,847516974.56314731,0.010111829223728356,4.03345741662693
book-of-meme,2024-11-19,0.010511346098449892,739054711.78177,0.010519685549509477,-0.07927471805441888
book-of-meme,2024-11-20,0.010116661797770782,492980467.35707009,0.010511346098449892,-3.7548406929281257
book-of-meme,2024-11-21,0.00935372624508812,439399017.492024,0.010116661797770782,-7.5413764731245294
book-of-meme,2024-11-22,0.010019342018842189,565855471.03719389,0.00935372624508812,7.1160493295770859
book-of-meme,2024-11-23,0.0094415657226430832,432839048.54489809,0.010019342018842189,-5.7666091756579432
book-of-meme,2024-11-24,0.0095497493410637655,652756197.64990234,0.0094415657226430832,1.1458228603041192
book-of-meme,2024-11-25,0.0093963238261194591,555328193.81265032,0.0095497493410637655,-1.6065920629411621
book-of-meme,2024-11-26,0.0088746566777394634,544102749.22687256,0.0093963238261194591,-5.5518217340476275
book-of-meme,2024-11-27,0.00847637715824573,407419116.06274331,0.0088746566777394634,-4.4878301657882629
book-of-meme,2024-11-28,0.00899713204525012,304730239.50977492,0.00847637715824573,6.1436021224917452
book-of-meme,2024-11-29,0.0090642085490337011,364988723.27118504,0.00899713204525012,0.74553205895198227
book-of-meme,2024-11-30,0.0094946393549408033,372556296.83319354,0.0090642085490337011,4.7486860389260208
book-of-meme,2024-12-01,0.0095771421198795059,340494567.90155917,0.0094946393549408033,0.86894048161787141
book-of-meme,2024-12-02,0.0096917068978856647,462555901.61457759,0.0095771421198795059,1.1962313660184065
book-of-meme,2024-12-03,0.009209620086868972,640692747.53527367,0.0096917068978856647,-4.974219877840758
book-of-meme,2024-12-04,0.0099076190927858548,730842648.9251014,0.009209620086868972,7.5790206255314061
book-of-meme,2024-12-05,0.009922479530057619,674437952.57993591,0.0099076190927858548,0.14998999388848783
book-of-meme,2024-12-06,0.0098404040259013285,778443892.74651384,0.009922479530057619,-0.827167281198855
book-of-meme,2024-12-07,0.00982291585492902,501647001.86914378,0.0098404040259013285,-0.17771801773867649
book-of-meme,2024-12-08,0.010843265565633147,796827866.2934109,0.00982291585492902,10.387442239893858
book-of-meme,2024-12-09,0.010394401847145421,491144050.38420767,0.010843265565633147,-4.1395621620701046
book-of-meme,2024-12-10,0.0085109911346344189,1008383659.2683202,0.010394401847145421,-18.119471809993922
book-of-meme,2024-12-11,0.0079318270959807449,708468492.36205554,0.0085109911346344189,-6.8048953346554208
book-of-meme,2024-12-12,0.0086215875928985913,408300835.12399352,0.0079318270959807449,8.6961111049352731
book-of-meme,2024-12-13,0.00846256105651974,393276788.872198,0.0086215875928985913,-1.844515695808012
book-of-meme,2024-12-14,0.00843236079958816,277476332.1708712,0.00846256105651974,-0.3568689989930921
book-of-meme,2024-12-15,0.0080683790135829322,215653706.69853032,0.00843236079958816,-4.316487335587019
book-of-meme,2024-12-16,0.0083074516504532524,206461209.01483989,0.0080683790135829322,2.9630813880687423
book-of-meme,2024-12-17,0.008115173741975009,256477317.13191795,0.0083074516504532524,-2.314523352871428
book-of-meme,2024-12-18,0.0076994294395124393,253198664.95133683,0.008115173741975009,-5.1230486947207252
book-of-meme,2024-12-19,0.0067898142571151225,375468999.48831671,0.0076994294395124393,-11.814059594199197
book-of-meme,2024-12-20,0.0061064890490129505,489768429.92674357,0.0067898142571151225,-10.063974981143378
book-of-meme,2024-12-21,0.0065463740352545118,442263685.21935093,0.0061064890490129505,7.2035662835203809
book-of-meme,2024-12-22,0.0061218812807872945,247839938.97398072,0.0065463740352545118,-6.4843950587176264
book-of-meme,2024-12-23,0.0061822205985485436,221000673.16171414,0.0061218812807872945,0.98563358212476315
book-of-meme,2024-12-24,0.0065966975280168389,203408291.53158355,0.0061822205985485436,6.7043374279721721
book-of-meme,2024-12-25,0.0067170332814395885,181071637.13991439,0.0065966975280168389,1.8241817653708015
book-of-meme,2024-12-26,0.0065740005065547035,171829886.84619421,0.0067170332814395885,-2.129403992683959
book-of-meme,2024-12-27,0.0061201820218645588,165017887.45494708,0.0065740005065547035,-6.9032316659796171
book-of-meme,2024-12-28,0.0062990538905425986,178797610.77364764,0.0061201820218645588,2.9226560262262455
book-of-meme,2024-12-29,0.0064611304321160329,105022506.00843641,0.0062990538905425986,2.5730299246490973
book-of-meme,2024-12-30,0.0062019321193213716,103851310.75382058,0.0064611304321160329,-4.0116557855925112
book-of-meme,2024-12-31,0.0062784292850736473,153448475.35206908,0.0062019321193213716,1.2334408742391416
book-of-meme,2025-01-01,0.0063963611038316348,121682858.15040629,0.0062784292850736473,1.8783650082411367
book-of-meme,2025-01-02,0.00646446369110853,123372695.17201689,0.0063963611038316348,1.0647082954103289
book-of-meme,2025-01-03,0.0067127525414336338,136538910.36483729,0.00646446369110853,3.8408267443223454
book-of-meme,2025-01-04,0.0070080732400024555,136745957.54523313,0.0067127525414336338,4.3993979629964191
book-of-meme,2025-01-05,0.0069640068772319642,112422748.90740359,0.0070080732400024555,-0.62879426714547126
book-of-meme,2025-01-06,0.0069676787969055725,117123004.62059769,0.0069640068772319642,0.052727111537084474
book-of-meme,2025-01-07,0.0069760326342737308,141383978.99861279,0.0069676787969055725,0.11989412272948578
book-of-meme,2025-01-08,0.0060733030212017031,178494862.327777,0.0069760326342737308,-12.940444238131207
book-of-meme,2025-01-09,0.0056701316995152714,174503246.23977864,0.0060733030212017031,-6.6384193293002793
book-of-meme,2025-01-10,0.005549465982631987,125401579.13597178,0.0056701316995152714,-2.1280937247648026
book-of-meme,2025-01-11,0.00576215603748336,122845510.59291266,0.005549465982631987,3.8326220129472546
book-of-meme,2025-01-12,0.0057506007636087559,86419101.202696219,0.00576215603748336,-0.20053733011456454
book-of-meme,2025-01-13,0.00564805483827434,70545015.769071028,0.0057506007636087559,-1.7832210850621397
book-of-meme,2025-01-14,0.0051549345323212382,162463056.91886118,0.00564805483827434,-8.73079883381171
book-of-meme,2025-01-15,0.0054308393724198691,83660449.5834709,0.0051549345323212382,5.3522472180532707
book-of-meme,2025-01-16,0.0058715324830095712,101663774.73148231,0.0054308393724198691,8.1146408569498618
book-of-meme,2025-01-17,0.0056593413805322984,92745071.848545566,0.0058715324830095712,-3.6138964246777019
book-of-meme,2025-01-18,0.00611823458162702,102998951.21092583,0.0056593413805322984,8.1085972772958925
book-of-meme,2025-01-19,0.00568031125974268,176235196.61905205,0.00611823458162702,-7.1576745880162589
book-of-meme,2025-01-20,0.0046375802903671813,322646209.8867166,0.00568031125974268,-18.356933655476031
book-of-meme,2025-01-21,0.0040270772713514348,439217581.65307826,0.0046375802903671813,-13.164257668677685
book-of-meme,2025-01-22,0.0041461647789555632,150500260.33523312,0.0040270772713514348,2.9571696687152005
book-of-meme,2025-01-23,0.0041639871526637073,99479514.047818869,0.0041461647789555632,0.42985203575612896
book-of-meme,2025-01-24,0.0040360787472705582,102626522.22993492,0.0041639871526637073,-3.0717771382009653
book-of-meme,2025-01-25,0.0037539723454176142,100698293.81306043,0.0040360787472705582,-6.9896158999306319
book-of-meme,2025-01-26,0.0038568939795104152,75539842.139453053,0.0037539723454176142,2.7416726769027755
book-of-meme,2025-01-27,0.0036663560647807233,60915802.988043591,0.0038568939795104152,-4.9401906233854609
